area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,R,All Fixed Wireless,0.917578410,0.853391685,0.853391685,0.245076586,0,0.000000000
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,B,All Fixed Wireless,0.955506929,0.600291758,0.600291758,0.020423049,0,0
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,B,Unlicensed Fixed Wireless,0,0,0,0.000000000,0,0
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,R,Licensed Fixed Wireless,0.917578410,0.853391685,0.853391685,0.245076586,0,0
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,B,Licensed Fixed Wireless,0.955506929,0.600291758,0.600291758,0.020423049,0,0.000000000
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,2427900,Federalsburg,"Federalsburg, MD",1371,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,All Wired,0.999856734,0.999856734,0.999856734,0.999856734,0.999856734,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,All Wired,0.999856734,0.999856734,0.999856734,0.999856734,0.999856734,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,All Wired and Licensed Fixed Wireless,0.999856734,0.999856734,0.999856734,0.999856734,0.999856734,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.999856734,0.999856734,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,Copper,0,0,0,0,0,0.000000000
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,Copper,0,0.000000000,0,0,0,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,Cable/Fiber,0.999856734,0.999856734,0.999856734,0.999856734,0.999856734,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,Cable/Fiber,0.999856734,0.999856734,0.999856734,0.999856734,0.999856734,0.876790831
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,Cable,0.998280802,0.998280802,0.998280802,0.998280802,0.998280802,0.866762178
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,Cable,0.998280802,0.998280802,0.998280802,0.998280802,0.998280802,0.866762178
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,Fiber,0.842120344,0.842120344,0.842120344,0.842120344,0.842120344,0.189971347
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,Fiber,0.842836676,0.842836676,0.842836676,0.842836676,0.842693410,0.194699140
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,All Fixed Wireless,0.980945559,0.953724928,0.934527221,0.629512894,0.509742120,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,All Fixed Wireless,0.939541547,0.894699140,0.825931232,0.605444126,0.509742120,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,Unlicensed Fixed Wireless,0.642979943,0.642979943,0.509742120,0.509742120,0.509742120,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,Unlicensed Fixed Wireless,0.642979943,0.642979943,0.509742120,0.509742120,0.509742120,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,Licensed Fixed Wireless,0.922779370,0.860744986,0.860744986,0.286962751,0.000000000,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,Licensed Fixed Wireless,0.794555874,0.723352436,0.693982808,0.211174785,0,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,R,Other,0,0.000000000,0,0,0,0
Total,Census Place,2428075,Ferndale,"Ferndale, MD",6980,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,All Wired,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,All Wired,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,Any Terrestrial,0.981343284,0.962686567,0.962686567,0.944029851,0.936567164,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,Any Terrestrial,0.988805970,0.973880597,0.973880597,0.944029851,0.936567164,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,All Wired and Licensed Fixed Wireless,0.977611940,0.944029851,0.944029851,0.932835821,0.925373134,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,All Wired and Licensed Fixed Wireless,0.988805970,0.958955224,0.958955224,0.932835821,0.925373134,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,Copper,0.000000000,0,0,0,0,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,Copper,0,0,0,0.000000000,0,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,Cable/Fiber,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,Cable/Fiber,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,Cable,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,Cable,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134,0.925373134
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,Fiber,0,0,0,0,0.000000000,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,Fiber,0.000000000,0,0,0,0,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,All Fixed Wireless,0.708955224,0.518656716,0.507462687,0.361940299,0.272388060,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,All Fixed Wireless,0.701492537,0.500000000,0.500000000,0.283582090,0.272388060,0.000000000
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,Unlicensed Fixed Wireless,0.414179104,0.414179104,0.414179104,0.272388060,0.272388060,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,Unlicensed Fixed Wireless,0.414179104,0.414179104,0.414179104,0.272388060,0.272388060,0.000000000
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,Licensed Fixed Wireless,0.641791045,0.373134328,0.354477612,0.104477612,0,0.000000000
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,Licensed Fixed Wireless,0.582089552,0.272388060,0.268656716,0.011194030,0.000000000,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,R,Other,0,0,0,0,0.000000000,0
Total,Census Place,2428275,Finzel,"Finzel, MD",268,B,Other,0,0,0,0,0,0.000000000
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,All Wired,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,All Wired,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,Any Terrestrial,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,All Wired and Licensed Fixed Wireless,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,Copper,0.000000000,0,0,0,0,0
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,Copper,0.000000000,0,0,0,0,0
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,Cable/Fiber,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,Cable/Fiber,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,Cable,0,0,0,0,0,0.000000000
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,Cable,0,0,0,0,0,0.000000000
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,Fiber,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,Fiber,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052,0.993464052
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,All Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,All Fixed Wireless,0.150326797,0.150326797,0.150326797,0,0,0
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,Licensed Fixed Wireless,0,0,0,0,0,0.000000000
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,Licensed Fixed Wireless,0.150326797,0.150326797,0.150326797,0,0,0
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,R,Other,0,0,0,0,0,0.000000000
Total,Census Place,2428300,Fishing Creek,"Fishing Creek, MD",153,B,Other,0.000000000,0,0,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,All Wired,0,0.000000000,0,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,All Wired,0,0,0,0,0,0.000000000
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,Any Terrestrial,0.912087912,0.879120879,0.791208791,0.395604396,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,Any Terrestrial,0.923076923,0.560439560,0.560439560,0.087912088,0,0.000000000
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,All Wired and Licensed Fixed Wireless,0.912087912,0.868131868,0.769230769,0.395604396,0,0.000000000
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,All Wired and Licensed Fixed Wireless,0.923076923,0.560439560,0.560439560,0.087912088,0,0.000000000
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,Copper,0.000000000,0,0,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,Copper,0.000000000,0,0,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,Cable/Fiber,0,0.000000000,0,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,Cable/Fiber,0,0,0,0,0,0.000000000
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,Cable,0,0.000000000,0,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,Cable,0.000000000,0,0,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,Fiber,0,0,0,0,0,0.000000000
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,Fiber,0.000000000,0,0,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,All Fixed Wireless,0.912087912,0.879120879,0.791208791,0.395604396,0,0.000000000
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,All Fixed Wireless,0.923076923,0.560439560,0.560439560,0.087912088,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,Unlicensed Fixed Wireless,0.087912088,0.087912088,0.087912088,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,Unlicensed Fixed Wireless,0.032967033,0.032967033,0.032967033,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,Licensed Fixed Wireless,0.912087912,0.868131868,0.769230769,0.395604396,0.000000000,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,Licensed Fixed Wireless,0.923076923,0.560439560,0.560439560,0.087912088,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,R,Other,0.000000000,0,0,0,0,0
Total,Census Place,2428425,Flintstone,"Flintstone, MD",91,B,Other,0,0,0,0,0,0.000000000
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,R,Copper,0,0,0.000000000,0,0,0
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,B,Copper,0,0,0,0,0,0.000000000
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,0.876130653
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,R,Cable,0.998994975,0.998994975,0.998994975,0.998994975,0.998994975,0.700502513
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,B,Cable,0.998994975,0.998994975,0.998994975,0.998994975,0.998994975,0.700502513
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,R,Fiber,0.957788945,0.957788945,0.957788945,0.957788945,0.957788945,0.468341709
Total,Census Place,2428512,Flower Hill,"Flower Hill, MD",3980,B,Fiber,0.957788945,0.957788945,0.957788945,0.957788945,0.957788945,0.468341709
